seller_ID;seller_name;type;member_since;country;address
1055;Som40990;Private;2018;France;
1056;boensj;Private;2014;Switzerland;
1057;Walkir;Private;2009;Germany;
1058;Tenval;Private;2016;France;
1059;Gin821RTJ;Professional;2015;Italy;Piazzetta Dr Mario Rizzoli 10, 38033 Cavalese, Italy
1060;PipoZito;Private;2016;Switzerland;
1061;GianKarl;Private;2016;Italy;
1062;TisuZett;Private;2018;Germany;
1063;DrachenTakt;Private;2015;Germany;
1064;Luitoine;Private;2018;France;
1065;Verra;Private;2020;Denmark;
1066;Martino98;Private;2016;Italy;
1067;OddmundV;Private;2020;Norway;
1068;Der-Kartenladen;Professional;2012;Germany;Magdalenenstr. 66, 20148 Hamburg, Germany
1069;Uni-Card;Professional;2019;Germany;Johann-Boppe-Str. 17, 65549 Limburg An Der Lahn, Germany
1070;Ollis-Spielecenter;Professional;2010;Germany;Holstenstraße 188, 22765 Hamburg, Germany
1071;WBGames;Private;2017;Italy;
1072;Riesenauswahl;Private;2019;Germany;
1073;Phexian;Private;2009;Germany;
1074;Trambus;Private;2010;Germany;
1075;SACCOX;Private;2015;Italy;
1076;SeventhCity;Powerseller;2017;United Kingdom;Lenton Street, NG105DJ Sandiacre, United Kingdom
1077;MandruasMagicCorner;Professional;2016;Belgium;Meenseheirweg 37, 8800 Roeselare, Belgium
1078;LastWillTeam;Professional;2019;Italy;Piazza Duomo 16, 20122 Milano, Italy
1079;MarikLebrenn;Private;2018;France;
1080;GMGomes;Private;2019;Portugal;
1081;fablodibongo;Private;2016;France;
1082;DomDomDom;Private;2018;Austria;
1083;JamesBuckland;Private;2018;United Kingdom;
1084;DEckguru;Private;2020;Germany;
1085;Pinopolz;Private;2018;Italy;
1086;Hyden;Private;2017;Spain;
1087;Humorpheuz;Private;2019;Germany;
1088;Kjake;Private;2013;Czech Republic;
1089;ElRincondeMagic;Professional;2010;Spain;Apartado De Correos 42, 28814 Daganzo (Madrid), Spain
1090;ferre9;Private;2010;Spain;
1091;H-Man82;Private;2014;Germany;
1092;Ascun;Private;2018;Germany;
1093;magic-market;Professional;2013;Germany;Virchowring 73, 24558 Henstedt-Ulzburg, Germany
1094;magictime-it;Powerseller;2016;Italy;Via Mentana 42, 48022 Lugo, Italy
1095;Ratseau;Private;2011;France;
1096;CHLVirtue;Private;2020;United Kingdom;
1097;LESTIC;Private;2015;France;
1098;NicolasSJ;Private;2014;Spain;
1099;huckasex;Private;2011;Germany;
1100;Buddy73;Private;2016;Germany;
1101;SalesWorld;Private;2019;Greece;
1102;Denym;Private;2013;Belgium;
1103;play-mtg-fr;Private;2012;France;
1104;JoaquimViana;Private;2013;Portugal;
1105;murwel;Private;2018;Sweden;
1106;RoccaTreCorvi;Professional;2018;Italy;Via Piave 15, 16016 Cogoleto, Italy
1107;stakenborgkoen;Private;2014;Netherlands;
1108;theuzumakin;Private;2017;Poland;
1109;RKstatic;Private;2017;Netherlands;
1110;Rumkugel84;Private;2017;Germany;
1111;Doragan;Private;2018;United Kingdom;
1112;legend3nd;Private;2015;Germany;
1113;Kawoul;Professional;2016;France;2 Impasse des Larris, 60320 NERY, France
1114;MagicAtHome;Professional;2016;France;73 RUE DE LA GRANDE ARMEE, 68760 WILLER SUR THUR, France
1115;corsaire59;Private;2013;France;
1116;magicplayer-1998;Private;2007;Germany;
